date,y_true,n_train,pred_ar_benchmark,pred_elasticnet,pred_lightgbm
2006-01-31,0.08096495398759185,215,0.11133556003862052,0.3215004375200753,0.08591182298113394
2006-02-28,0.09749045751926055,216,0.1396503154482111,0.12334762513472736,0.09171798923094103
2006-03-31,0.10148365555500716,217,0.07044742136794507,0.10138348749780879,0.1120082302412166
2006-04-30,0.11814621618808419,218,0.08762542181923735,0.12675373905401305,0.11836925843821315
2006-05-31,0.10361220913244251,219,0.10616368878329918,0.14138457186663822,0.07976069446892511
2006-06-30,0.09141031217680884,220,0.12133507811081233,0.002220863142542967,-0.11956334295896205
2006-07-31,0.09531307396761135,221,0.15475438665587815,0.014093116459840238,0.046143197013878055
2006-08-31,0.1048054249111412,222,0.13568550183164707,0.0849936659159946,0.001407878712121881
2006-09-30,0.0898051367338597,223,0.1627246516706364,-0.13510527376883774,0.03859895044179078
2006-10-31,0.09273758254558562,224,0.09736658035546715,0.013982177726929529,0.07061087024413117
2006-11-30,0.04484481717251598,225,0.06979620593279016,0.0124412055639955,0.04185952495657983
2006-12-31,0.033525855198543786,226,0.11215665524217251,0.01423611146650279,0.08693470050525234
2007-01-31,0.023353204485650814,227,0.14206714224571645,0.0193460018656261,0.02627476177551127
2007-02-28,0.02524118473955972,228,0.08216200746302921,-0.01903248233023136,-0.12882169300538773
2007-03-31,0.009479377308636128,229,0.10336466394868113,-0.013317296209225254,-0.027285476971835428
2007-04-30,0.022541468823360278,230,-0.01995954351154279,-0.12732117170872106,-0.15819020786980104
2007-05-31,0.049668310881955335,231,0.011085603445891087,0.0009406484613770083,0.009358254437025856
2007-06-30,0.058974071190985855,232,0.041119076410396145,0.05522633607913287,0.07856062491080573
2007-07-31,0.0480588452904005,233,0.06467916415272351,0.005471222929443548,0.03824366383178498
2007-08-31,0.02554285032742909,234,0.025761115840109924,-0.10570912113592837,-0.013302317893476193
2007-09-30,0.02466015567012425,235,0.08081962632962525,0.06660532349671593,0.08390740523370781
2007-10-31,-0.00044625047639623716,236,0.15145137535807787,0.046329595904411575,0.053664146560247886
2007-11-30,0.010200354995293148,237,0.12712027489321093,0.0064967342463799205,0.12384950818661827
2007-12-31,0.028173126541467752,238,0.06176607055596875,0.033638888692856764,0.18517501220895302
2008-01-31,0.04082523923726278,239,0.009065605187721516,-0.13418108226436612,0.09681301341697222
2008-02-29,0.05653748857443919,240,0.04774966834597656,-0.20922564798250123,-0.016284526627333113
2008-03-31,0.08007741733572526,241,-0.0012504713877205184,-0.1352683399875656,-0.03586079375090583
2008-04-30,0.07677925187093093,242,0.05981004026688627,-0.11263428991042054,-0.07177650594290169
2008-05-31,0.05471772679029496,243,0.11559023984801392,0.004352359622348867,0.12401798281081533
2008-06-30,0.015703791839226655,244,0.11430666222614394,-0.1668878429766806,0.03678378203910523
2008-07-31,-0.02323459668933281,245,0.12555128534075205,-0.1250408452080513,0.08936009135101639
2008-08-31,-0.09747623154107876,246,0.15956245268701663,0.8841390139565956,0.03154140844845107
2008-09-30,-0.21880073131940747,247,0.10641135062577071,-0.02737259556983132,-0.0027385607364698032
2008-10-31,-0.2880817833134196,248,0.03252830291910923,-0.07645759934888241,-0.1470659702250297
2008-11-30,-0.30637459919112664,249,-0.03939330965961643,-0.12607147937937946,-0.15422258784787926
2008-12-31,-0.3042465376227339,250,-0.07467741773100985,-0.27746111645432114,-0.24024748891650916
2009-01-31,-0.24895052736256507,251,-0.19371759683004908,-0.5430447827425091,-0.33562580502983386
2009-02-28,-0.22173612025191858,252,-0.3949481218109602,-0.6387784626126941,-0.39108621516284175
2009-03-31,-0.18937497118518565,253,-0.36165026220523355,-0.6540626124117697,-0.38623281363379586
2009-04-30,-0.1695558957538721,254,-0.22107967055043504,-0.5719558428034792,-0.3617585047540484
2009-05-31,-0.1466081822000178,255,-0.14355388663716973,-0.5397065235341899,-0.24179906041018068
2009-06-30,-0.08703524953268016,256,0.014648236830549388,-0.42048049779878055,-0.17657287900680593
2009-07-31,-0.023469948736117074,257,0.0011308700645019376,-0.32454886862270643,-0.17972091763312628
2009-08-31,0.08832111962385536,258,-0.0015706453786502733,-0.26468849283588886,-0.12157966268720076
2009-09-30,0.28853541492892476,259,-0.0032049379553499777,-0.04039516104302332,0.04506948144147468
2009-10-31,0.4650272774046367,260,0.009605485957157996,-0.08912371784431133,0.01959926224944431
2009-11-30,0.5720932256221436,261,0.13278936607468506,0.0269276511978601,0.04495317299197422
2009-12-31,0.5972846446661593,262,0.20440426288766408,0.18736076767062276,0.2014385119148881
2010-01-31,0.5139109531214852,263,0.3744372798421905,0.27423096678418674,0.2187964042719048
2010-02-28,0.4790252582028909,264,0.7249407969600841,0.3586601157470578,0.2702483442182585
2010-03-31,0.4190542021283179,265,0.8328314437627575,0.4786152154550158,0.28143488839203945
2010-04-30,0.3637336505323441,266,0.7259499531428796,0.35377456663732354,0.2975705387870546
2010-05-31,0.3207337562348085,267,0.5279611870174646,0.43713656083393726,0.23273542148197018
2010-06-30,0.25040165947368065,268,0.18067177829977615,0.34085010500985696,0.2490055792153795
2010-07-31,0.19295807435292867,269,0.19403456653709444,0.3927754856616713,0.25777001427166
2010-08-31,0.14163688973633692,270,0.13827001060959343,0.29708863914720673,0.2707646407902993
2010-09-30,0.1215292434043147,271,0.10145991409388591,0.2591207180210079,0.3280631044811158
2010-10-31,0.13480203788271572,272,0.10986327833726177,0.278582170273425,0.3085885333541193
